"","MesM","DiaM","Hora","Temp","Presion","Humedad","PrecipActual","PrecipAcum","fecha"
"3720",6,5,"16",19.22,762.32,50,0,0,60516
"3721",6,5,"17",18.83,762.34,52.75,0,0,60517
"3722",6,5,"18",18.53,762.27,51.83,0,0,60518
"3723",6,5,"19",18.23,762.32,54.08,0,0,60519
"3724",6,5,"20",17.79,762.34,57.83,0,0,60520
"3725",6,5,"21",17.32,762.25,62.33,0,0,60521
"3726",6,5,"22",17.04,762.34,66.58,0,0,60522
"3727",6,5,"23",16.75,762.49,70.17,0,0,60523
"3728",6,6,"00",16.75,762.36,72,0,0,60600
"3729",6,6,"01",16.61,762.1,72.83,0,0,60601
"3730",6,6,"02",16.22,761.88,73.58,0,0,60602
"3731",6,6,"03",15.86,761.66,75.42,0,0,60603
"3732",6,6,"04",15.86,761.45,75.58,0,0,60604
"3733",6,6,"05",16,761.2,75,0,0,60605
"3734",6,6,"06",15.78,761,76.42,0,0,60606
"3735",6,6,"07",15.55,760.98,77,0,0,60607
"3736",6,6,"08",15.47,760.98,76.08,0,0,60608
"3737",6,6,"09",15.9,760.98,73.42,0,0,60609
"3738",6,6,"10",16.86,761,69.42,0,0,60610
"3739",6,6,"11",18.12,760.62,61.92,0,0,60611
"3740",6,6,"12",19.21,760.05,59.58,0,0,60612
"3741",6,6,"13",20.06,759.33,56.75,0,0,60613
"3742",6,6,"14",20.5,758.76,57.42,0,0,60614
"3743",6,6,"15",20.5,758.61,57.83,0,0,60615
"3744",6,6,"16",20.2,758.59,60.25,0,0,60616
"3745",6,6,"17",19.39,758.51,62.92,0,0,60617
"3746",6,6,"18",19.04,758.48,64.42,0,0,60618
"3747",6,6,"19",18.4,758.78,67.5,0,0,60619
"3748",6,6,"20",17.79,759.25,70.5,0,0,60620
"3749",6,6,"21",18.16,759.71,71,0,0,60621
"3750",6,6,"22",17.89,760.12,74.33,0,0,60622
"3751",6,6,"23",17.03,760.73,82.5,0.19,0.19,60623
"3752",6,7,"00",16.76,761.05,86.83,0.34,0,60700
"3753",6,7,"01",16.61,761.2,88.58,0.44,0.46,60701
"3754",6,7,"02",16.38,761.28,90,0.68,1.17,60702
"3755",6,7,"03",16.25,761.91,91.42,0.12,1.27,60703
"3756",6,7,"04",15.9,762.27,91,0,1.27,60704
"3757",6,7,"05",15.48,762.44,89.5,0,1.27,60705
"3758",6,7,"06",14.99,763.04,77.42,0,1.27,60706
"3759",6,7,"07",14.19,763.95,55.5,0,1.27,60707
"3760",6,7,"08",13.51,764.84,52.67,0,1.27,60708
"3761",6,7,"09",13.78,765.45,48.42,0,1.27,60709
"3762",6,7,"10",14.71,765.6,41.92,0,1.27,60710
"3763",6,7,"11",16.03,765.56,37.25,0,1.27,60711
"3764",6,7,"12",17.63,765.43,30.17,0,1.27,60712
"3765",6,7,"13",18.23,765.09,25.17,0,1.27,60713
"3766",6,7,"14",17.8,764.92,25.58,0,1.27,60714
"3767",6,7,"15",17.23,764.69,30,0,1.27,60715
"3768",6,7,"16",16.82,764.64,30,0,1.27,60716
"3769",6,7,"17",16.22,764.83,29.58,0,1.27,60717
"3770",6,7,"18",15.19,765.05,30.75,0,1.27,60718
"3771",6,7,"19",14.28,765.03,33.25,0,1.27,60719
"3772",6,7,"20",13.71,765.37,35.08,0,1.27,60720
"3773",6,7,"21",13.43,765.45,34.92,0,1.27,60721
"3774",6,7,"22",13.02,765.62,36.08,0,1.27,60722
"3775",6,7,"23",12.44,766.02,40.58,0,1.27,60723
"3776",6,8,"00",11.95,766.04,42.33,0.08,0.08,60800
"3777",6,8,"01",11.45,766.02,44.33,0.19,0.25,60801
"3778",6,8,"02",11.22,766.34,44.08,0,0.25,60802
"3779",6,8,"03",11.01,766.53,44.5,0,0.25,60803
"3780",6,8,"04",10.87,766.38,44.08,0,0.25,60804
"3781",6,8,"05",10.88,766.32,42.75,0,0.25,60805
"3782",6,8,"06",11.06,766.7,41.75,0,0.25,60806
"3783",6,8,"07",10.93,766.81,41.08,0,0.25,60807
"3784",6,8,"08",10.84,767.08,42.42,0,0.25,60808
"3785",6,8,"09",11.99,767.57,40.5,0,0.25,60809
"3786",6,8,"10",13.71,767.61,36.58,0,0.25,60810
"3787",6,8,"11",15.77,767.63,33.08,0,0.25,60811
"3788",6,8,"12",18.02,767.25,27.75,0,0.25,60812
"3789",6,8,"13",19.32,766.38,25,0,0.25,60813
"3790",6,8,"14",19.49,765.75,25.42,0,0.25,60814
"3791",6,8,"15",19.2,765.45,24.67,0,0.25,60815
"3792",6,8,"16",18.42,765.32,25.25,0,0.25,60816
"3793",6,8,"17",17.57,765.52,27.92,0,0.25,60817
"3794",6,8,"18",16.12,765.58,33,0,0.25,60818
"3795",6,8,"19",15.96,765.81,33.08,0,0.25,60819
"3796",6,8,"20",15.42,766.06,39.33,0,0.25,60820
"3797",6,8,"21",14.81,766.25,41.17,0,0.25,60821
"3798",6,8,"22",14.56,766.21,41.25,0,0.25,60822
"3799",6,8,"23",14.32,766.38,41.25,0,0.25,60823
"3800",6,9,"00",14.83,766.15,40.83,0,0,60900
"3801",6,9,"01",14.81,766,37.75,0,0,60901
"3802",6,9,"02",14.2,765.89,40.5,0,0,60902
"3803",6,9,"03",13.54,765.66,41.67,0,0,60903
"3804",6,9,"04",13.17,765.54,41.67,0,0,60904
"3805",6,9,"05",12.71,765.39,44.08,0,0,60905
"3806",6,9,"06",12.98,765.32,45.5,0,0,60906
"3807",6,9,"07",13.14,765.52,52.33,0,0,60907
"3808",6,9,"08",13.18,765.56,57,0,0,60908
"3809",6,9,"09",14.27,765.56,50.08,0,0,60909
"3810",6,9,"10",15.31,765.56,52.67,0,0,60910
"3811",6,9,"11",16.74,765.41,44.25,0,0,60911
"3812",6,9,"12",17.99,764.71,37.5,0,0,60912
"3813",6,9,"13",18.95,763.99,36.25,0,0,60913
"3814",6,9,"14",19.04,763.16,35.58,0,0,60914
"3815",6,9,"15",19.33,762.49,34.17,0,0,60915
"3816",6,9,"16",19.15,762.12,33.92,0,0,60916
"3817",6,9,"17",18.48,761.81,37.17,0,0,60917
"3818",6,9,"18",17.67,761.6,42.08,0,0,60918
"3819",6,9,"19",17.63,761.49,48.83,0,0,60919
"3820",6,9,"20",18.32,761.85,51.42,0,0,60920
"3821",6,9,"21",18.31,762,56.42,0,0,60921
"3822",6,9,"22",18.23,761.98,62.42,0,0,60922
"3823",6,9,"23",17.9,761.62,70.5,0,0,60923
"3824",6,10,"00",17.65,762.06,73.25,0,0,61000
"3825",6,10,"01",17.82,762.12,71.5,0,0,61001
"3826",6,10,"02",17.57,761.98,72.83,0,0,61002
"3827",6,10,"03",17.23,761.79,77.25,0,0,61003
"3828",6,10,"04",16.96,761.88,79.83,0,0,61004
"3829",6,10,"05",16.85,761.64,80.33,0,0,61005
"3830",6,10,"06",16.67,761.85,81.92,0,0,61006
"3831",6,10,"07",16.75,762.19,83,0,0,61007
"3832",6,10,"08",16.95,762.66,83,0,0,61008
"3833",6,10,"09",17.38,763.14,79.92,0,0,61009
"3834",6,10,"10",17.78,763.52,74.58,0,0,61010
"3835",6,10,"11",18.04,763.46,72.58,0,0,61011
"3836",6,10,"12",18.06,763.29,71.67,0,0,61012
"3837",6,10,"13",17.85,763.21,71,0,0,61013
"3838",6,10,"14",17.9,763.19,71,0,0,61014
"3839",6,10,"15",18.17,762.87,70,0,0,61015
"3840",6,10,"16",17.9,762.78,68.92,0,0,61016
"3841",6,10,"17",17.72,763.04,68.58,0,0,61017
"3842",6,10,"18",17.64,763.69,68.83,0,0,61018
"3843",6,10,"19",17.79,764.41,66,0,0,61019
"3844",6,10,"20",17.91,764.88,69.17,0,0,61020
"3845",6,10,"21",17.64,765.05,71.33,0,0,61021
"3846",6,10,"22",17.4,765.07,73.08,0,0,61022
"3847",6,10,"23",16.57,764.96,76.83,0,0,61023
"3848",6,11,"00",16.06,765.03,78.67,0,0,61100
"3849",6,11,"01",16,765.22,77.75,0,0,61101
"3850",6,11,"02",15.8,765.05,75.33,0,0,61102
"3851",6,11,"03",14.7,765.17,73.83,0,0,61103
"3852",6,11,"04",14.5,765.34,70.92,0,0,61104
"3853",6,11,"05",14.42,765.17,72.58,0,0,61105
"3854",6,11,"06",15,765.32,75.92,0,0,61106
"3855",6,11,"07",15.6,765.43,72.42,0,0,61107
"3856",6,11,"08",15.62,765.2,70.67,0,0,61108
"3857",6,11,"09",15.7,765.41,70.33,0,0,61109
"3858",6,11,"10",15.97,765.45,70,0,0,61110
"3859",6,11,"11",16,765.11,70.58,0,0,61111
"3860",6,11,"12",15.9,764.22,72.42,0,0,61112
"3861",6,11,"13",15.98,763.19,73.83,0,0,61113
"3862",6,11,"14",16.17,762.38,75,0,0,61114
"3863",6,11,"15",16.43,761.92,77.08,0,0,61115
"3864",6,11,"16",16.5,761.51,79.25,0,0,61116
"3865",6,11,"17",16.58,761.45,80.25,0,0,61117
"3866",6,11,"18",16.74,761.34,81.58,0,0,61118
"3867",6,11,"19",16.92,761.28,82,0,0,61119
"3868",6,11,"20",16.95,760.92,83.42,0,0,61120
"3869",6,11,"21",17.12,760.61,85.33,0,0,61121
"3870",6,11,"22",17.22,760.18,87.27,0,0,61122
"3871",6,11,"23",17.37,NA,92.2,0,0,61123
"3872",6,12,"00",17.67,NA,92.6,0,0,61200
"3873",6,12,"01",17.73,759.12,93.42,0.49,0.49,61201
"3874",6,12,"02",18.03,758.7,94.75,1.02,1.42,61202
"3875",6,12,"03",18.13,758.27,90.5,0.12,1.52,61203
"3876",6,12,"04",18.06,757.85,89.58,0,1.52,61204
"3877",6,12,"05",18.23,757.7,88.67,0,1.52,61205
"3878",6,12,"06",18.2,757.81,86.83,0,1.52,61206
"3879",6,12,"07",18.24,758.25,87.25,0,1.52,61207
"3880",6,12,"08",18.3,758.66,88.08,0,1.52,61208
"3881",6,12,"09",18.9,758.74,85.92,0,1.52,61209
"3882",6,12,"10",19.48,759.17,84.25,0,1.52,61210
"3883",6,12,"11",20.38,759.08,81.83,0,1.52,61211
"3884",6,12,"12",21.78,758.49,76.83,0,1.52,61212
"3885",6,12,"13",22.29,758.15,72,0,1.52,61213
"3886",6,12,"14",21.99,757.98,73.17,0,1.52,61214
"3887",6,12,"15",21.49,758.27,73.92,0,1.52,61215
"3888",6,12,"16",21.1,758.57,74,0,1.52,61216
"3889",6,12,"17",20.64,758.91,74.75,0,1.52,61217
"3890",6,12,"18",20.15,759.38,78.58,0,1.52,61218
"3891",6,12,"19",20.06,760.14,79.25,0,1.52,61219
"3892",6,12,"20",19.63,760.29,80.33,0,1.52,61220
"3893",6,12,"21",19.24,760.5,81.08,0,1.52,61221
"3894",6,12,"22",19.34,760.65,83,0,1.52,61222
"3895",6,12,"23",19.15,760.67,83.42,0,1.52,61223
"3896",6,13,"00",18.81,761.41,85.92,0,0,61300
"3897",6,13,"01",18.93,761.71,86.33,0,0,61301
"3898",6,13,"02",18.39,761.85,84.92,0,0,61302
"3899",6,13,"03",17.73,761.45,83.58,0,0,61303
"3900",6,13,"04",17.42,761.02,86,0,0,61304
"3901",6,13,"05",17.16,760.44,87.75,0,0,61305
"3902",6,13,"06",16.69,760.54,89.92,0,0,61306
"3903",6,13,"07",16.41,760.44,91.17,0,0,61307
"3904",6,13,"08",16.27,760.46,93.08,0,0,61308
"3905",6,13,"09",16.42,761.09,92.75,0,0,61309
"3906",6,13,"10",16.56,761.13,94,0.36,0.36,61310
"3907",6,13,"11",16.76,760.64,95.5,2.22,2.79,61311
"3908",6,13,"12",17.32,759.88,98.17,3.35,5.89,61312
"3909",6,13,"13",18.25,758.95,94.17,0.13,6.1,61313
"3910",6,13,"14",19,758.19,90,0,6.1,61314
"3911",6,13,"15",19.53,757.82,88.45,0,6.1,61315
"3912",6,13,"16",19.55,757.3,86.75,0,6.1,61316
"3913",6,13,"17",19.66,757.52,88.12,0,6.1,61317
"3914",6,13,"18",19.55,757.94,90.75,0.51,6.5,61318
"3915",6,13,"19",19.61,757.73,92.6,1.02,6.86,61319
"3916",6,13,"20",19.26,758.04,92.4,0,6.86,61320
"3917",6,13,"21",19.02,758.27,94.33,0.25,7.11,61321
"3918",6,13,"22",19.06,758.44,93.83,0.02,7.11,61322
"3919",6,13,"23",18.87,758.44,93.75,0.1,7.32,61323
"3920",6,14,"00",18.9,758.8,94.92,0.15,0,61400
"3921",6,14,"01",18.89,758.78,96.25,0,0,61401
"3922",6,14,"02",18.92,758.95,97.58,0,0,61402
"3923",6,14,"03",18.34,759.42,98,0,0,61403
"3924",6,14,"04",17.34,759.82,98.58,0,0,61404
"3925",6,14,"05",16.5,760.05,99,0,0,61405
"3926",6,14,"06",15.91,760.75,98.25,0,0,61406
"3927",6,14,"07",15.29,761.51,97.08,0,0,61407
"3928",6,14,"08",14.88,761.81,95.5,0,0,61408
"3929",6,14,"09",15.34,762.04,93.75,0,0,61409
"3930",6,14,"10",15.92,762.53,88.08,0,0,61410
"3931",6,14,"11",15.86,763.35,84.67,0,0,61411
"3932",6,14,"12",15.76,763.78,83.5,0,0,61412
"3933",6,14,"13",16.07,763.48,81.67,0,0,61413
"3934",6,14,"14",15.89,763.14,80.67,0,0,61414
"3935",6,14,"15",15.6,763.1,80,0,0,61415
"3936",6,14,"16",15.02,763.31,79.92,0,0,61416
"3937",6,14,"17",14.48,763.63,80.42,0,0,61417
"3938",6,14,"18",14.05,764.25,81.83,0,0,61418
"3939",6,14,"19",14,764.73,82.75,0,0,61419
"3940",6,14,"20",14.03,765.22,82.08,0,0,61420
"3941",6,14,"21",14.11,765.64,81.92,0,0,61421
"3942",6,14,"22",14.57,765.49,80.08,0,0,61422
"3943",6,14,"23",14.75,765.56,78.42,0,0,61423
"3944",6,15,"00",14.84,765.73,76.67,0,0,61500
"3945",6,15,"01",14.81,765.66,77.25,0,0,61501
"3946",6,15,"02",14.45,765.81,79.83,0,0,61502
"3947",6,15,"03",13.92,765.2,81.5,0,0,61503
"3948",6,15,"04",13.52,764.75,83.75,0,0,61504
"3949",6,15,"05",13.18,764.54,81.08,0,0,61505
"3950",6,15,"06",12.97,764.43,76.5,0,0,61506
"3951",6,15,"07",12.58,764.79,82.25,0.44,0.44,61507
"3952",6,15,"08",12.35,764.65,91.08,2.43,2.86,61508
"3953",6,15,"09",12.23,766.17,93.33,2.73,5.52,61509
"3954",6,15,"10",12.07,766.04,97.42,3.68,9.08,61510
"3955",6,15,"11",12.13,766.29,99,5.8,14.84,61511
"3956",6,15,"12",12.42,766.4,99,7.22,21.78,61512
"3957",6,15,"13",12.83,765.56,99,2.33,23.86,61513
"3958",6,15,"14",13.05,765.15,98.83,0.08,24,61514
"3959",6,15,"15",13.27,765.13,94.92,0.19,24.38,61515
"3960",6,15,"16",13.18,765.22,90.08,0,24.38,61516
"3961",6,15,"17",13.04,765.19,89.25,0,24.38,61517
"3962",6,15,"18",13.21,765.46,87.36,0,24.38,61518
"3963",6,15,"19",13.66,766.23,83,0,24.38,61519
"3964",6,15,"20",13.61,766.49,88.83,0,24.38,61520
"3965",6,15,"21",13.85,766.47,91.42,0,24.38,61521
"3966",6,15,"22",13.95,766.64,94,0,24.38,61522
"3967",6,15,"23",14.11,766.91,95,0,24.38,61523
"3968",6,16,"00",14.33,766.52,97.33,0.96,0.96,61600
"3969",6,16,"01",14.67,766.49,98.58,0.87,1.54,61601
"3970",6,16,"02",15,766.42,99,2.27,3.77,61602
"3971",6,16,"03",15.32,766.06,99,2.8,6.5,61603
"3972",6,16,"04",15.6,765.83,99,1.48,7.87,61604
"3973",6,16,"05",15.84,765.41,99,0,8.36,61605
"3974",6,16,"06",15.96,765.28,99,0,8.38,61606
"3975",6,16,"07",16,765.56,99,0.25,8.64,61607
"3976",6,16,"13",17,766.57,99,0.38,8.76,61613
"3977",6,16,"14",17.15,766.19,99,2.81,11.32,61614
"3978",6,16,"15",17.3,766.08,99,1.46,12.61,61615
"3979",6,16,"16",17.28,766.38,99,0.55,13.19,61616
"3980",6,16,"17",17.37,766.51,99,0.23,13.4,61617
"3981",6,16,"18",17.25,766.34,99,0.32,13.72,61618
"3982",6,16,"19",16.94,766.68,99,0.02,13.72,61619
"3983",6,16,"20",16.93,767.1,99,0,13.72,61620
"3984",6,16,"21",17.23,767.4,99,0,13.72,61621
"3985",6,16,"22",17.24,767.5,99,0,13.72,61622
"3986",6,16,"23",17.32,767.65,99,0,13.72,61623
"3987",6,17,"00",17.17,767.74,99,0,0,61700
"3988",6,17,"01",17.18,767.65,99,0,0,61701
"3989",6,17,"02",17.28,767.35,99,0,0,61702
"3990",6,17,"03",17.28,766.83,99,0.53,0.53,61703
"3991",6,17,"04",17.26,766.4,99,1.33,1.78,61704
"3992",6,17,"05",17.21,766.12,99,0.15,2.56,61705
"3993",6,17,"06",17.35,765.98,99,0.12,2.79,61706
"3994",6,17,"07",17.48,766.1,99,0,2.79,61707
"3995",6,17,"08",17.48,766.12,99,0.17,2.96,61708
"3996",6,17,"09",17.37,765.89,99,0.36,3.32,61709
"3997",6,17,"10",17,765.83,99,0.42,3.71,61710
"3998",6,17,"11",16.65,765.52,99,0.12,3.81,61711
"3999",6,17,"12",16.71,764.92,99,1.4,5.38,61712
"4000",6,17,"13",16.27,764.77,99,4.97,10.2,61713
"4001",6,17,"14",15.78,764.25,99,5.21,15.37,61714
"4002",6,17,"15",15.26,763.95,99,4.93,20.15,61715
"4003",6,17,"16",14.84,763.69,99,6.05,25.97,61716
"4004",6,17,"17",14.66,763.61,99,2.12,27.94,61717
"4005",6,17,"18",14.6,763.29,99,0.57,28.49,61718
"4006",6,17,"19",14.61,763.35,99,1.14,29.57,61719
"4007",6,17,"20",14.62,763.29,99,0.21,29.76,61720
"4008",6,17,"21",14.53,762.95,99,0.23,29.97,61721
"4009",6,17,"22",14.28,762.34,99,0,29.97,61722
"4010",6,17,"23",14.44,761.87,99,0.1,30.08,61723
"4011",6,18,"00",14.5,761.64,99,0.53,0.38,61800
"4012",6,18,"01",14.43,760.96,99,4,4.42,61801
"4013",6,18,"02",14.18,760.62,99,1.88,6.11,61802
"4014",6,18,"03",13.38,760.67,99,4.7,10.77,61803
"4015",6,18,"04",12.8,760.37,99,6.2,17.11,61804
"4016",6,18,"05",12.24,759.95,99,0.78,22.92,61805
"4017",6,18,"06",11.86,759.97,99,3.81,26.76,61806
"4018",6,18,"07",11.73,760.41,99,1.84,28.47,61807
"4019",6,18,"08",11.63,760.5,99,1.8,30.14,61808
"4020",6,18,"09",11.65,760.61,99,0.13,30.23,61809
"4021",6,18,"10",11.95,760.67,99,0,30.23,61810
"4022",6,18,"11",12.49,760.2,99,0,30.23,61811
"4023",6,18,"12",12.4,759.57,99,0,30.23,61812
"4024",6,18,"13",12.04,759.15,94.25,0,30.23,61813
"4025",6,18,"14",11.87,758.59,87.92,0,30.23,61814
"4026",6,18,"15",12.52,758.4,80.33,0,30.23,61815
"4027",6,18,"16",12.98,758.44,75.67,0,30.23,61816
"4028",6,18,"17",12.96,758.8,70.58,0,30.23,61817
"4029",6,18,"18",12.7,758.95,70.08,0,30.23,61818
"4030",6,18,"19",12.5,759.12,68.42,0,30.23,61819
"4031",6,18,"20",12.5,759.44,64.58,0,30.23,61820
"4032",6,18,"21",12.4,759.17,64.83,0,30.23,61821
"4033",6,18,"22",12.4,759.17,62.17,0,30.23,61822
"4034",6,18,"23",12.43,759.14,58.92,0,30.23,61823
"4035",6,19,"00",12.56,759.5,53.58,0,0,61900
"4036",6,19,"01",12.23,759.67,59.33,0,0,61901
"4037",6,19,"02",12.13,759.78,61.75,0,0,61902
"4038",6,19,"03",12.25,759.56,64.17,0,0,61903
"4039",6,19,"04",12.54,759.42,65.08,0,0,61904
"4040",6,19,"05",12.49,759.8,68.67,0,0,61905
"4041",6,19,"06",12.33,760.26,71.25,0,0,61906
"4042",6,19,"07",12,760.92,71,0,0,61907
"4043",6,19,"08",11.84,761.47,70.67,0,0,61908
"4044",6,19,"09",12.42,761.94,66.75,0,0,61909
"4045",6,19,"10",13.39,762.72,59.75,0,0,61910
"4046",6,19,"11",14.31,762.89,55.58,0,0,61911
"4047",6,19,"12",15.76,763.06,52.67,0,0,61912
"4048",6,19,"13",16.71,762.87,49.17,0,0,61913
"4049",6,19,"14",17.12,762.83,48.75,0,0,61914
"4050",6,19,"15",16.71,762.93,50,0,0,61915
"4051",6,19,"16",16.05,763.52,52,0,0,61916
"4052",6,19,"17",15.29,764.16,53.33,0,0,61917
"4053",6,19,"18",14.35,764.44,55.83,0,0,61918
"4054",6,19,"19",13.66,765.07,59.92,0,0,61919
"4055",6,19,"20",13.07,765.49,61.33,0,0,61920
"4056",6,19,"21",12.68,765.91,62,0,0,61921
"4057",6,19,"22",12.32,766.3,64.25,0,0,61922
"4058",6,19,"23",12.17,766.87,63.67,0,0,61923
"4059",6,20,"00",11.95,767.27,63.08,0,0,62000
"4060",6,20,"01",11.37,767.46,65.42,0,0,62001
"4061",6,20,"02",10.74,767.44,69.25,0,0,62002
"4062",6,20,"03",10.24,767.59,70.42,0,0,62003
"4063",6,20,"04",9.85,767.9,71.33,0,0,62004
"4064",6,20,"05",9.54,767.97,72.75,0,0,62005
"4065",6,20,"06",9.27,767.97,73.42,0,0,62006
"4066",6,20,"07",9.22,768.2,74.25,0,0,62007
"4067",6,20,"08",9.31,768.69,75,0,0,62008
"4068",6,20,"09",10.52,768.84,73.33,0,0,62009
"4069",6,20,"10",12.74,769.33,66.67,0,0,62010
"4070",6,20,"11",14.83,769.17,54.08,0,0,62011
"4071",6,20,"12",15.82,769.15,51.67,0,0,62012
"4072",6,20,"13",15.94,768.5,53.25,0,0,62013
"4073",6,20,"14",16.06,768.27,58.33,0,0,62014
"4074",6,20,"15",15.63,767.76,61.08,0,0,62015
"4075",6,20,"16",15.58,767.67,63.42,0,0,62016
"4076",6,20,"17",15.4,NA,64.43,0,0,62017
"4077",6,20,"18",15.18,767.57,61.42,0,0,62018
"4078",6,20,"19",14.83,767.55,62.42,0,0,62019
"4079",6,20,"20",14.66,767.44,65.33,0,0,62020
"4080",6,20,"21",14.69,767.37,66.17,0,0,62021
"4081",6,20,"22",14.59,767.55,69.42,0,0,62022
"4082",6,20,"23",14.57,767.37,68.67,0,0,62023
"4083",6,21,"00",14.44,767.25,69.25,0,0,62100
"4084",6,21,"01",14.26,766.89,70.83,0,0,62101
"4085",6,21,"02",14.02,766.81,72,0,0,62102
"4086",6,21,"03",13.95,766.83,72,0,0,62103
"4087",6,21,"04",13.72,766.72,70.5,0,0,62104
"4088",6,21,"05",13.41,766.36,70.33,0,0,62105
"4089",6,21,"06",13.36,766.32,71.17,0,0,62106
"4090",6,21,"07",13.3,766.57,72.83,0,0,62107
"4091",6,21,"08",13.53,766.96,73.42,0,0,62108
"4092",6,21,"09",14.2,767.1,72.42,0,0,62109
"4093",6,21,"10",14.86,767.14,68.58,0,0,62110
"4094",6,21,"11",15.29,766.96,68.5,0,0,62111
"4095",6,21,"12",15.38,766.57,68.25,0,0,62112
"4096",6,21,"13",15.52,766.02,68.83,0,0,62113
"4097",6,21,"14",15.75,765.58,69.92,0,0,62114
"4098",6,21,"15",15.98,765.39,69.92,0,0,62115
"4099",6,21,"16",16.12,765.24,70,0,0,62116
"4100",6,21,"17",16.18,765.07,70.92,0,0,62117
"4101",6,21,"18",16.16,765.15,71.92,0,0,62118
"4102",6,21,"19",16.18,765.54,73,0,0,62119
"4103",6,21,"20",16.41,765.71,73.58,0,0,62120
"4104",6,21,"21",16.55,765.87,73.92,0,0,62121
"4105",6,21,"22",16.5,765.85,75.25,0,0,62122
"4106",6,21,"23",16.57,766.36,73.42,0,0,62123
"4107",6,22,"00",16.28,766.57,74.67,0,0,62200
"4108",6,22,"01",16.02,766.38,75.75,0,0,62201
"4109",6,22,"02",15.9,766.32,76.92,0,0,62202
"4110",6,22,"03",15.96,765.98,77,0,0,62203
"4111",6,22,"04",15.79,765.68,78,0,0,62204
"4112",6,22,"05",16.29,765.64,77.17,0,0,62205
"4113",6,22,"06",16.21,765.89,77.67,0,0,62206
"4114",6,22,"07",15.8,766.17,79.92,0,0,62207
"4115",6,22,"08",15.67,766.4,82.17,0,0,62208
"4116",6,22,"09",16.52,766.21,81.33,0,0,62209
"4117",6,22,"10",17.36,766.42,75.67,0,0,62210
"4118",6,22,"11",18.46,766.36,69,0,0,62211
"4119",6,22,"12",19.13,766.04,63.5,0,0,62212
"4120",6,22,"13",19.08,765.68,62.17,0,0,62213
"4121",6,22,"14",19.5,764.94,60.25,0,0,62214
"4122",6,22,"15",19.59,764.83,57.67,0,0,62215
"4123",6,22,"16",19.12,764.6,60,0,0,62216
"4124",6,22,"17",18.24,764.31,63.25,0,0,62217
"4125",6,22,"18",17.82,764.37,65.5,0,0,62218
"4126",6,22,"19",17.56,764.33,68.17,0,0,62219
"4127",6,22,"20",17.68,764.2,69.08,0,0,62220
"4128",6,22,"21",17.49,764.25,71.75,0,0,62221
"4129",6,22,"22",17.26,763.86,75.92,0,0,62222
"4130",6,22,"23",17.26,763.37,78.33,0,0,62223
"4131",6,24,"00",15.44,760.2,82.42,0,0,62400
"4132",6,24,"01",14.75,760.16,83,0,0,62401
"4133",6,24,"02",14.28,759.99,83.83,0,0,62402
"4134",6,24,"03",13.88,759.65,81.58,0,0,62403
"4135",6,24,"04",13.55,759.38,76.92,0,0,62404
"4136",6,24,"05",13.29,758.91,75.75,0,0,62405
"4137",6,24,"06",13.06,758.68,74.08,0,0,62406
"4138",6,24,"07",13.04,758.8,74,0,0,62407
"4139",6,24,"08",13.51,758.87,73.42,0,0,62408
"4140",6,24,"09",14.38,758.51,76.17,0,0,62409
"4141",6,24,"10",15.36,758.15,72.92,0,0,62410
"4142",6,24,"11",15.85,757.53,70.83,0,0,62411
"4143",6,24,"12",15.54,756.45,72.17,0,0,62412
"4144",6,24,"13",15.65,755.4,72.5,0,0,62413
"4145",6,24,"14",15.97,754.25,72.92,0,0,62414
"4146",6,24,"15",16,753.57,74.58,0,0,62415
"4147",6,24,"16",15.89,753.13,76,0,0,62416
"4148",6,24,"17",15.84,752.37,78.17,0,0,62417
"4149",6,24,"18",16,751.8,81,0,0,62418
"4150",6,24,"19",16.22,751.86,83.92,0,0,62419
"4151",6,24,"20",16.49,751.63,85.83,0,0,62420
"4152",6,24,"21",16.43,751.06,88.67,0,0,62421
"4153",6,24,"22",16.26,750.89,91.25,0,0,62422
"4154",6,24,"23",15.49,751.21,92.17,0.02,0.02,62423
"4155",6,25,"00",13.91,751.36,92.83,5.86,5.21,62500
"4156",6,25,"01",12.89,751.99,95,2.24,7.11,62501
"4157",6,25,"02",12.56,753.17,93.25,0,7.11,62502
"4158",6,25,"03",12.6,753.11,91,0,7.11,62503
"4159",6,25,"04",11.1,NA,80,NA,7.11,62504
"4160",6,25,"05",11.07,755.4,74.42,0,7.11,62505
"4161",6,25,"06",10.98,756.07,71.33,0,7.11,62506
"4162",6,25,"07",10.55,756.9,67.92,0,7.11,62507
"4163",6,25,"08",9.74,757.89,61.92,0,7.11,62508
"4164",6,25,"09",9.36,759.16,55.5,0,7.11,62509
"4165",6,25,"10",9.32,759.76,52.17,0,7.11,62510
"4166",6,25,"11",10.29,759.82,47.67,0,7.11,62511
"4167",6,25,"12",11.38,759.59,36.58,0,7.11,62512
"4168",6,25,"13",12.19,759.34,31.67,0,7.11,62513
"4169",6,25,"14",12.38,759.69,30.5,0,7.11,62514
"4170",6,25,"15",12.23,759.93,31.92,0,7.11,62515
"4171",6,25,"16",12.02,760.24,31.67,0,7.11,62516
"4172",6,25,"17",11.5,760.79,35.17,0,7.11,62517
"4173",6,25,"18",10.88,761.53,39.25,0,7.11,62518
"4174",6,25,"19",10.49,762.19,41.42,0,7.11,62519
"4175",6,25,"20",10.14,762.61,43.17,0,7.11,62520
